-0.13915936648845673	-13.986401557922363	-4.391577243804932	-11.258357048034668	-14.57381534576416	-2.631974458694458	-5.516837120056152	-16.84239959716797	-3.180809259414673	-11.687175750732422	1.0
-11.59211254119873	-0.009480809792876244	-7.837117671966553	-8.886171340942383	-10.282360076904297	-10.008111000061035	-9.551496505737305	-10.051811218261719	-4.750121116638184	-9.909913063049316	1.0
-10.667160987854004	-14.341906547546387	-11.001761436462402	-12.202925682067871	-11.062092781066895	-5.76564884185791	-0.003304499201476574	-17.17552375793457	-9.28159236907959	-11.391207695007324	1.0
-14.547455787658691	-11.60425090789795	-4.518185138702393	-0.012158799916505814	-16.372249603271484	-9.768783569335938	-16.394006729125977	-8.031702041625977	-7.162904262542725	-11.568367958068848	1.0
-15.467949867248535	-19.182838439941406	-9.903766632080078	-10.448039054870605	-20.0567626953125	-18.073226928710938	-25.2191162109375	-0.00029666791670024395	-14.427412033081055	-8.435996055603027	1.0
-10.447050094604492	-0.002176774898543954	-6.875753402709961	-9.636324882507324	-10.114630699157715	-12.582733154296875	-8.943172454833984	-7.920133113861084	-7.687409400939941	-9.880982398986816	1.0
-10.561665534973145	-15.107219696044922	-5.649923801422119	-8.617929458618164	-8.191628456115723	-11.39217472076416	-11.038467407226562	-8.966656684875488	-7.744751930236816	-0.0046000611037015915	1.0
-9.37735366821289	-0.011009660549461842	-5.26084566116333	-8.199654579162598	-9.654635429382324	-9.925689697265625	-5.426499843597412	-8.355063438415527	-7.352743148803711	-11.374364852905273	1.0
-9.531436920166016	-16.953508377075195	-0.005276918411254883	-5.710918426513672	-13.75886058807373	-11.129929542541504	-13.41957950592041	-11.413392066955566	-6.302645683288574	-10.77026653289795	1.0
-11.013177871704102	-10.981701850891113	-7.93924617767334	-0.01009159255772829	-14.561822891235352	-7.506344318389893	-17.185617446899414	-7.417288780212402	-5.646801948547363	-5.304092884063721	1.0
-12.580718040466309	-18.131128311157227	-11.86147689819336	-19.705286026000977	-15.778740882873535	-15.180011749267578	-1.1801649634435307e-05	-23.196434020996094	-13.939531326293945	-18.44523048400879	1.0
-0.012811614200472832	-14.371099472045898	-4.560976982116699	-8.805005073547363	-10.228556632995605	-11.323322296142578	-6.2380452156066895	-11.524372100830078	-9.714008331298828	-9.802905082702637	1.0
-0.0010010951664298773	-18.6126766204834	-6.940324783325195	-11.833683013916016	-16.3431339263916	-14.732836723327637	-11.367402076721191	-13.424565315246582	-11.70907974243164	-12.511796951293945	1.0
-14.145635604858398	-18.592561721801758	-12.81967830657959	-11.50351619720459	-19.49051856994629	-12.11361026763916	-18.213865280151367	-19.11458396911621	-1.9907753085135482e-05	-14.000447273254395	1.0
-13.332098960876465	-11.718846321105957	-8.189805030822754	-9.119373321533203	-10.242499351501465	-11.48694133758545	-13.885970115661621	-14.294296264648438	-0.00046075694262981415	-11.018577575683594	1.0
-10.089361190795898	-13.876639366149902	-10.417593002319336	-8.883281707763672	-5.377260208129883	-4.895068645477295	-11.344606399536133	-4.929043769836426	-6.936015605926514	-0.020745903253555298	1.0
-0.0286044143140316	-16.192880630493164	-3.6503610610961914	-7.729257583618164	-14.853546142578125	-9.631328582763672	-9.779316902160645	-6.577497482299805	-8.377046585083008	-10.303121566772461	1.0
-16.100704193115234	-16.450336456298828	-11.399935722351074	-8.999443054199219	-9.94618034362793	-11.293194770812988	-17.482519149780273	-6.638009071350098	-9.131524085998535	-0.0016144587425515056	1.0
-10.771993637084961	-6.136353015899658	-3.6924805641174316	-5.867873191833496	-10.438042640686035	-9.659852027893066	-13.901918411254883	-0.11801909655332565	-2.516512155532837	-7.481597423553467	1.0
-6.304913520812988	-11.662988662719727	-0.020747771486639977	-6.587317943572998	-11.266565322875977	-9.65557861328125	-8.852770805358887	-10.93365478515625	-4.070363521575928	-11.39069938659668	1.0
-0.0002506657037883997	-19.351682662963867	-9.045220375061035	-10.421387672424316	-24.411956787109375	-11.676074028015137	-12.519322395324707	-13.184576034545898	-12.009271621704102	-9.399746894836426	1.0
-11.616281509399414	-11.728075981140137	-9.33447551727295	-14.949323654174805	-9.795157432556152	-11.87692928314209	-0.00017212340026162565	-15.025065422058105	-12.697393417358398	-15.18321418762207	1.0
-7.967436790466309	-8.570966720581055	-7.279671669006348	-3.940218925476074	-6.4936604499816895	-0.03817739337682724	-4.469011306762695	-11.119543075561523	-6.401883125305176	-6.145317077636719	1.0
-5.177536487579346	-8.947545051574707	-4.6766839027404785	-9.87075424194336	-6.213844299316406	-7.236232280731201	-0.018323436379432678	-10.268537521362305	-8.660097122192383	-9.2781982421875	1.0
-19.309551239013672	-21.647781372070312	-1.156323378381785e-05	-11.3790283203125	-20.976102828979492	-22.988447189331055	-20.919116973876953	-19.710180282592773	-16.431419372558594	-23.603622436523438	1.0
-12.892897605895996	-6.492642402648926	-7.299191951751709	-8.38939380645752	-10.933595657348633	-12.231526374816895	-16.522109985351562	-0.0223054401576519	-7.312658309936523	-3.9660401344299316	1.0
-11.829178810119629	-3.776953935623169	-3.86130952835083	-3.7583084106445312	-11.810772895812988	-10.765868186950684	-14.457362174987793	-0.08081107586622238	-5.9634318351745605	-4.857651233673096	1.0
-10.27204418182373	-17.60027503967285	-10.263051986694336	-17.223400115966797	-12.286566734313965	-12.939769744873047	-9.846202738117427e-05	-20.170604705810547	-10.815176963806152	-13.21131420135498	1.0
-8.975882530212402	-13.814775466918945	-5.384207725524902	-0.018441293388605118	-12.909045219421387	-7.573723793029785	-11.550034523010254	-9.896408081054688	-4.351675510406494	-9.260741233825684	1.0
-10.561716079711914	-0.005575581453740597	-6.027179718017578	-8.93822193145752	-9.613999366760254	-13.255178451538086	-9.371587753295898	-7.118704319000244	-6.227490425109863	-9.846566200256348	1.0
